original_filename,cell_id,bethesda_system,area,perimeter,compactness,eccentricity,circularity,distance_from_original_nucleus
images/9ae8a4edde40219bad6303cebc672ee4.png,1,SCC,135.0,221.25483322143555,28.85638345340274,0.8625497401566558,0.03465437731012963,29.966648127543394
images/9ae8a4edde40219bad6303cebc672ee4.png,2,SCC,918.5,139.01219260692596,1.6742363320284765,0.9355082787983633,0.5972872412752009,3.605551275463989
images/9ae8a4edde40219bad6303cebc672ee4.png,3,SCC,2559.5,283.0365778207779,2.4906926044976014,0.9558015236261378,0.40149474816532427,3.1622776601683795
images/9ae8a4edde40219bad6303cebc672ee4.png,4,SCC,721.0,114.28427076339722,1.4415436392975525,0.8839285213473139,0.6937008167767216,3.605551275463989
images/9ae8a4edde40219bad6303cebc672ee4.png,5,Negative for intraepithelial lesion,323.5,533.2375882863998,69.94511073161837,0.5873365411646785,0.014296924967879914,6.0
images/9ae8a4edde40219bad6303cebc672ee4.png,6,Negative for intraepithelial lesion,286.0,434.45079135894775,52.51765043283154,0.6579752336477305,0.019041217414685552,21.02379604162864
images/9ae8a4edde40219bad6303cebc672ee4.png,7,LSIL,257.0,401.82337474823,49.9950959530229,0.889459836157229,0.020001961811207128,13.152946437965905
images/9ae8a4edde40219bad6303cebc672ee4.png,8,LSIL,355.5,552.835567355156,68.41360615832713,0.7197197604555702,0.01461697542570313,7.0710678118654755
images/9ae8a4edde40219bad6303cebc672ee4.png,9,HSIL,169.0,270.2253956794739,34.38394901986107,0.9847705618131457,0.029083337676611077,8.602325267042627
images/9ae8a4edde40219bad6303cebc672ee4.png,10,ASC-H,360.5,540.634556889534,64.51971953704454,0.7458276104057108,0.015499137429229547,16.55294535724685
images/9ae8a4edde40219bad6303cebc672ee4.png,11,ASC-H,284.5,404.4924215078354,45.764491753235106,0.9124449286006051,0.021851001981887185,15.556349186104045
images/9ae8a4edde40219bad6303cebc672ee4.png,12,ASC-H,194.0,259.9655101299286,27.721700878903786,0.9471084381181252,0.03607282267304889,10.198039027185569
images/9ae8a4edde40219bad6303cebc672ee4.png,13,ASC-H,36.0,24.0,1.2732395447351628,0.0,0.7853981633974483,10.198039027185569
images/9ae8a4edde40219bad6303cebc672ee4.png,14,ASC-H,218.5,293.09545290470123,31.286490973328387,0.985876189027884,0.031962676825998036,12.206555615733702
images/9ae8a4edde40219bad6303cebc672ee4.png,15,ASC-H,265.5,369.66399443149567,40.95811061573151,0.8996929423569766,0.0244151887127311,4.47213595499958
images/9ae8a4edde40219bad6303cebc672ee4.png,16,ASC-H,490.5,733.1198381185532,87.19690445644979,0.4021360385745897,0.011468297025377166,8.94427190999916
images/9ae8a4edde40219bad6303cebc672ee4.png,17,ASC-H,334.5,355.66399443149567,30.093577354091416,0.9732288672502402,0.03322968180996413,6.4031242374328485
images/9ae8a4edde40219bad6303cebc672ee4.png,18,LSIL,180.5,285.2964633703232,35.884401382343725,0.903068597900985,0.02786726158101754,23.853720883753127
images/9ae8a4edde40219bad6303cebc672ee4.png,19,LSIL,162.0,246.71067690849304,29.898610891144298,0.8823003484748057,0.03344636992135949,35.22782990761707
images/9ae8a4edde40219bad6303cebc672ee4.png,20,LSIL,153.5,221.78174459934235,25.499598774158688,0.979845092759617,0.03921630331742321,26.92582403567252
images/9ae8a4edde40219bad6303cebc672ee4.png,21,LSIL,232.5,289.92387998104095,28.76968818793,0.9792911136473568,0.0347588056383433,31.575306807693888
images/9ae8a4edde40219bad6303cebc672ee4.png,22,LSIL,232.5,289.92387998104095,28.76968818793,0.9787849090884396,0.0347588056383433,11.661903789690601
images/9ae8a4edde40219bad6303cebc672ee4.png,23,LSIL,254.5,311.722869515419,30.383631495613546,0.9664951289612578,0.0329124581485386,14.142135623730951
images/9ae8a4edde40219bad6303cebc672ee4.png,24,LSIL,143.5,230.32590091228485,29.418721305085494,0.9649715282274187,0.03399196007295987,19.72308292331602
images/9ae8a4edde40219bad6303cebc672ee4.png,25,HSIL,281.0,395.90663504600525,44.388388299028996,0.4680954709343521,0.022528414261480972,7.810249675906654
images/9ae8a4edde40219bad6303cebc672ee4.png,26,HSIL,1054.5,441.5807341337204,14.715119259961332,0.8917210990582801,0.06795731535257893,12.206555615733702
images/9ae8a4edde40219bad6303cebc672ee4.png,27,ASC-H,311.0,487.62236428260803,60.841088964046804,0.8665212418824358,0.01643626070846523,14.212670403551895
images/9ae8a4edde40219bad6303cebc672ee4.png,28,ASC-H,179.0,274.3675310611725,33.46590203664608,0.9618743888311024,0.029881160797786733,15.033296378372908
images/9ae8a4edde40219bad6303cebc672ee4.png,29,ASC-H,76.5,34.24264061450958,1.2197285698954285,0.6536830680750799,0.8198545354117052,34.92849839314596
images/9ae8a4edde40219bad6303cebc672ee4.png,30,ASC-H,236.0,353.4802289009094,42.13164227799957,0.957679578006019,0.023735129843779748,12.36931687685298
images/9ae8a4edde40219bad6303cebc672ee4.png,31,ASC-H,42.0,26.0,1.2808183515490625,0.54373973731304,0.7807508369868126,12.083045973594572
images/9ae8a4edde40219bad6303cebc672ee4.png,32,ASC-H,539.5,143.69848430156708,3.0458117770351025,0.8832526084313895,0.32831969708037384,16.64331697709324
images/9ae8a4edde40219bad6303cebc672ee4.png,33,ASC-H,539.5,143.69848430156708,3.0458117770351025,0.8832526084313895,0.32831969708037384,34.058772731852805
images/9ae8a4edde40219bad6303cebc672ee4.png,34,ASC-H,299.0,428.73506212234497,48.921183071395006,0.8147583201590473,0.020441042861547555,7.0
images/9ae8a4edde40219bad6303cebc672ee4.png,35,LSIL,1000.0,144.911687374115,1.6710789282004725,0.9094691989760831,0.598415779844023,11.40175425099138
images/9ae8a4edde40219bad6303cebc672ee4.png,36,ASC-H,1482.0,199.25483322143555,2.1318648136666614,0.8464035707533601,0.4690728950491324,15.297058540778355
images/9ae8a4edde40219bad6303cebc672ee4.png,37,LSIL,416.0,80.97056245803833,1.2541547216748872,0.6897862313592311,0.7973497868464977,9.055385138137417
images/9ae8a4edde40219bad6303cebc672ee4.png,38,ASC-H,263.5,395.8650048971176,47.326429273352666,0.703833637969906,0.021129842571137182,16.76305461424021
images/9ae8a4edde40219bad6303cebc672ee4.png,39,ASC-H,237.5,342.20815074443817,39.238032340770154,0.9231109898891234,0.02548547774555334,7.211102550927978
images/9ae8a4edde40219bad6303cebc672ee4.png,40,ASC-H,378.5,548.0904005765915,63.15803995854093,0.962509946297489,0.015833296927143935,5.656854249492381
images/9ae8a4edde40219bad6303cebc672ee4.png,41,LSIL,199.0,308.02438521385193,37.940867660653616,0.9873010495828941,0.02635680366996575,24.020824298928627
images/9ae8a4edde40219bad6303cebc672ee4.png,42,LSIL,259.0,374.1076455116272,43.00149350572603,0.6532748578483109,0.02325500624453523,16.278820596099706
images/9ae8a4edde40219bad6303cebc672ee4.png,43,Negative for intraepithelial lesion,202.0,187.25483322143555,13.813535198271765,0.852097518230156,0.07239276446228708,27.85677655436824
images/9ae8a4edde40219bad6303cebc672ee4.png,44,Negative for intraepithelial lesion,1668.5,189.8406196832657,1.7188667502828112,0.773442662825057,0.581778663084539,4.123105625617661
images/9ae8a4edde40219bad6303cebc672ee4.png,45,SCC,440.0,538.7939372062683,52.50284771210879,0.8151149418598045,0.019046585920126556,1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,46,Negative for intraepithelial lesion,111.5,41.071067690849304,1.2038912406282325,0.5720708169543599,0.8306398171633553,5.385164807134504
images/9ae8a4edde40219bad6303cebc672ee4.png,47,Negative for intraepithelial lesion,442.5,94.5269113779068,1.6068960991037233,0.884558538212058,0.622317771857041,5.385164807134504
images/dc2df7c3f88649ded343b13b9486cddf.png,48,SCC,150.0,229.0538227558136,27.83389377311585,0.871284721482566,0.03592742029381021,9.219544457292887
images/dc2df7c3f88649ded343b13b9486cddf.png,49,SCC,435.0,599.2447285652161,65.69152193328323,0.9740561765472644,0.015222664516976896,5.0990195135927845
images/dc2df7c3f88649ded343b13b9486cddf.png,50,SCC,642.5,108.5269113779068,1.4587870211524525,0.8744709351009294,0.685501026195032,3.0
images/dc2df7c3f88649ded343b13b9486cddf.png,51,SCC,252.5,280.2325359582901,24.749467965984373,0.9951463388222519,0.04040490896104911,6.4031242374328485
images/dc2df7c3f88649ded343b13b9486cddf.png,52,SCC,280.5,396.4924215078354,44.59919827224552,0.9726386948369222,0.022421927719322006,17.11724276862369
images/dc2df7c3f88649ded343b13b9486cddf.png,53,SCC,816.5,145.29646337032318,2.0575198492718,0.9419606425391719,0.48602204268110516,8.94427190999916
images/dc2df7c3f88649ded343b13b9486cddf.png,54,SCC,563.5,102.18376553058624,1.474551756731793,0.7727277934458247,0.6781721939800928,1.4142135623730951
images/dc2df7c3f88649ded343b13b9486cddf.png,55,LSIL,158.0,226.02438521385193,25.730228456807822,0.8120261912559235,0.03886479289053554,18.027756377319946
images/dc2df7c3f88649ded343b13b9486cddf.png,56,LSIL,405.0,637.5634891986847,79.86968842311657,0.6862192693676364,0.012520394404225213,5.0
images/dc2df7c3f88649ded343b13b9486cddf.png,57,SCC,278.0,389.90663504600525,43.517765874748555,0.8972483063798001,0.022979120823393557,3.0
images/dc2df7c3f88649ded343b13b9486cddf.png,58,SCC,174.0,267.53910398483276,32.73523207460888,0.9842947165787722,0.03054812618162714,9.219544457292887
images/dc2df7c3f88649ded343b13b9486cddf.png,59,SCC,173.0,275.0538227558136,34.80001277190753,0.9763072288168869,0.028735621637680966,5.0
images/dc2df7c3f88649ded343b13b9486cddf.png,60,SCC,867.5,128.6690467596054,1.5186889028543407,0.8720929322547671,0.6584627030068654,2.23606797749979
images/dc2df7c3f88649ded343b13b9486cddf.png,61,Negative for intraepithelial lesion,1266.0,169.11269783973694,1.797665426705547,0.6976165843782056,0.5562770386214906,1.0
images/dc2df7c3f88649ded343b13b9486cddf.png,62,Negative for intraepithelial lesion,1291.0,152.911687374115,1.4412696957695086,0.5314272442789995,0.6938326691633447,6.4031242374328485
images/dc2df7c3f88649ded343b13b9486cddf.png,63,Negative for intraepithelial lesion,1089.0,130.42640614509583,1.243063491300172,0.5200991946373987,0.8044641379935135,3.605551275463989
images/dc2df7c3f88649ded343b13b9486cddf.png,64,Negative for intraepithelial lesion,2549.5,201.78174459934235,1.2708633777764837,0.6446884495284892,0.786866643171047,5.0
images/dc2df7c3f88649ded343b13b9486cddf.png,65,SCC,572.0,105.25483322143555,1.5412681434835223,0.8595883338049403,0.6488163686688766,5.385164807134504
images/dc2df7c3f88649ded343b13b9486cddf.png,66,SCC,1177.5,136.32590091228485,1.2559893966412277,0.7987563864872397,0.7961850654744413,5.385164807134504
