original_filename,cell_id,bethesda_system,nucleus_x,nucleus_y,area,perimeter,compactness,hu_moments,eccentricity
images/9ae8a4edde40219bad6303cebc672ee4.png,1,SCC,50,50,4.5,11.41421353816986,2.3039317431358093,"[ 4.02682518e-01  1.34148220e-01  4.87024996e-04  1.33197832e-04
  2.73745173e-08  2.20209261e-05 -2.00386972e-08]",5.0
images/9ae8a4edde40219bad6303cebc672ee4.png,2,SCC,50,50,9801.0,396.0,1.2732395447351628,"[0.16666667 0.         0.         0.         0.         0.
 0.        ]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,3,SCC,50,50,9801.0,396.0,1.2732395447351628,"[0.16666667 0.         0.         0.         0.         0.
 0.        ]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,4,SCC,50,50,8055.0,454.2253952026367,2.0382967599345996,"[ 1.77849818e-01  8.08606049e-04  6.50115672e-04  1.16512097e-05
  2.18123943e-10 -1.91194732e-07  9.90294765e-10]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,5,Negative for intraepithelial lesion,50,50,,,,,
images/9ae8a4edde40219bad6303cebc672ee4.png,6,Negative for intraepithelial lesion,50,50,7605.0,603.8822498321533,3.8158864810011224,"[ 2.28034083e-01  7.63089269e-04  1.40168257e-04  3.29215490e-04
 -4.01731346e-08 -7.83052476e-06  5.82022872e-08]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,7,LSIL,50,50,7599.0,643.5391036272049,4.336941598708819,"[ 2.47212336e-01  5.15764489e-04  1.40475740e-05  8.13571216e-06
  6.37786503e-11 -1.43517647e-07 -5.91347621e-11]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,8,LSIL,50,50,,,,,
images/9ae8a4edde40219bad6303cebc672ee4.png,9,HSIL,50,50,3584.0,325.5979788303375,2.353886594706933,"[2.52667459e-01 3.42389195e-02 7.78861763e-04 1.53191171e-04
 4.92658167e-08 2.32186572e-05 1.93106769e-08]",2.020408166442897
images/9ae8a4edde40219bad6303cebc672ee4.png,10,ASC-H,50,50,6150.5,653.2375881671906,5.521054656000042,"[ 2.82280225e-01  2.54094869e-03  2.91011973e-03  1.11512481e-03
  1.81175103e-06  6.05999524e-06 -8.67703308e-07]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,11,ASC-H,50,50,6070.5,589.7228692770004,4.558916232498851,"[2.78412143e-01 1.02673017e-02 3.50950719e-04 2.17031893e-04
 5.96363999e-08 1.78422910e-05 5.58618924e-09]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,12,ASC-H,50,50,981.5,138.04163002967834,1.5449697832746954,"[1.73741723e-01 6.12946783e-04 1.07376548e-03 1.20570544e-05
 1.26427968e-09 2.88202502e-07 5.32593037e-10]",1.0571428571428572
images/9ae8a4edde40219bad6303cebc672ee4.png,13,ASC-H,50,50,660.5,244.18376529216766,7.183744646467973,"[ 0.9780367   0.80347949  0.55471699  0.57461082  0.32434888  0.51321109
 -0.00638096]",4.0
images/9ae8a4edde40219bad6303cebc672ee4.png,14,ASC-H,50,50,41.5,28.242640614509583,1.5295111195841786,"[ 1.96151131e-01  6.97897029e-03  1.36864614e-03  3.68066226e-05
 -7.16575258e-09 -3.06371450e-06  4.11056126e-09]",1.1428571428571428
images/9ae8a4edde40219bad6303cebc672ee4.png,15,ASC-H,50,50,5507.5,515.095452785492,3.833637654813267,"[ 3.14012414e-01  1.86756793e-02  1.07539748e-02  7.04255118e-04
  4.43994558e-07 -1.77609110e-05 -1.88657316e-06]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,16,ASC-H,50,50,7.0,24.82842707633972,7.007942183864717,"[ 5.72076450e-01  2.88647787e-01  5.97357785e-03  1.50535610e-03
  3.16703065e-06  3.92801232e-04 -3.21675005e-06]",1.1666666666666667
images/9ae8a4edde40219bad6303cebc672ee4.png,17,ASC-H,50,50,2.0,6.0,1.432394487827058,"[ 2.08333333e-01  1.56250000e-02  1.11899442e-21  2.49190744e-21
  4.11228133e-42  1.27663695e-23 -6.35757841e-43]",2.0
images/9ae8a4edde40219bad6303cebc672ee4.png,18,LSIL,50,50,898.0,160.7695518732071,2.2904530909703102,"[ 1.82644142e-01  2.23379091e-03  9.30664103e-04  8.99850545e-06
  3.42154050e-10  1.06817643e-07 -7.49030573e-10]",1.0357143270009976
images/9ae8a4edde40219bad6303cebc672ee4.png,19,LSIL,50,50,504.0,167.94112467765808,4.453215521015062,"[ 2.82712700e-01  2.19248759e-02  3.37898367e-02  1.84811534e-02
  4.55758194e-04  2.73236698e-03 -7.46716187e-05]",2.222222253618912
images/9ae8a4edde40219bad6303cebc672ee4.png,20,LSIL,50,50,2.0,6.0,1.432394487827058,"[2.08333333e-01 1.56250000e-02 1.50792878e-20 1.53175473e-20
 2.32795230e-40 1.91372366e-21 2.13824856e-43]",2.0
images/9ae8a4edde40219bad6303cebc672ee4.png,21,LSIL,50,50,3.0,8.0,1.6976527263135504,"[0.27777778 0.04938272 0.         0.         0.         0.
 0.        ]",3.0
images/9ae8a4edde40219bad6303cebc672ee4.png,22,LSIL,50,50,2.0,6.0,1.432394487827058,"[2.08333333e-01 1.56250000e-02 1.53610105e-20 1.54094911e-20
 2.37073129e-40 1.91280771e-21 1.60924819e-42]",2.0
images/9ae8a4edde40219bad6303cebc672ee4.png,23,LSIL,50,50,1.5,5.414213538169861,1.5551405220855101,"[ 2.05761317e-01  1.26166404e-02  1.57586917e-03  2.77662956e-04
  1.70442554e-07  2.81789488e-05 -6.84383902e-08]",2.0
images/9ae8a4edde40219bad6303cebc672ee4.png,24,LSIL,50,50,4.5,9.41421353816986,1.5672768262405783,"[ 2.16125591e-01  1.37376550e-02  2.76116312e-03  3.10931945e-04
  2.56522708e-07  2.95522129e-05 -1.31141190e-07]",1.5
images/9ae8a4edde40219bad6303cebc672ee4.png,25,HSIL,50,50,3531.5,420.9533166885376,3.992995279148801,"[ 3.72505015e-01  5.14552313e-02  8.21988682e-03  4.30745249e-03
  2.48327181e-05  2.05391415e-05 -6.34653925e-06]",1.2222222222222223
images/9ae8a4edde40219bad6303cebc672ee4.png,26,HSIL,50,50,,,,,
images/9ae8a4edde40219bad6303cebc672ee4.png,27,ASC-H,50,50,1995.5,447.5807340145111,7.988793074308303,"[ 5.92335107e-01  2.02495480e-01  9.43008647e-03  5.64602526e-05
  3.06155400e-08 -2.17243450e-05  2.75668660e-08]",1.5714285714285714
images/9ae8a4edde40219bad6303cebc672ee4.png,28,ASC-H,50,50,2115.0,327.88224971294403,4.044972531893145,"[ 3.39426005e-01  6.74157461e-02  3.54220800e-03  3.77408109e-04
 -4.05876922e-07 -8.23031521e-05  1.60255454e-07]",2.302325635036315
images/9ae8a4edde40219bad6303cebc672ee4.png,29,ASC-H,50,50,61.0,37.65685415267944,1.8499005162183875,"[2.33959499e-01 2.61115198e-02 9.07728758e-05 1.14040211e-05
 3.35344185e-10 1.50241060e-06 1.48898104e-10]",2.3333333333333335
images/9ae8a4edde40219bad6303cebc672ee4.png,30,ASC-H,50,50,3008.5,371.9827548265457,3.6600391672160035,"[3.61928776e-01 5.95247614e-02 2.47950638e-02 5.05848109e-03
 4.21515244e-05 7.73137138e-04 3.78505231e-05]",1.4558823529411764
images/9ae8a4edde40219bad6303cebc672ee4.png,31,ASC-H,50,50,726.0,132.62741661071777,1.9280581846727123,"[ 2.05065510e-01  8.51602227e-03  2.49169767e-03  2.34641091e-04
  1.73640547e-07  1.35142100e-05 -4.51438298e-08]",1.0588235294117647
images/9ae8a4edde40219bad6303cebc672ee4.png,32,ASC-H,50,50,60.0,38.0,1.915164481872474,"[0.33472222 0.08426119 0.         0.         0.         0.
 0.        ]",3.75
images/9ae8a4edde40219bad6303cebc672ee4.png,33,ASC-H,50,50,133.5,90.87005746364594,4.922100485524619,"[ 0.81139421  0.58361802  0.12561807  0.0681132   0.00619205  0.04556567
 -0.00116381]",4.179104496171586
images/9ae8a4edde40219bad6303cebc672ee4.png,34,ASC-H,50,50,5048.0,689.9655100107193,7.504565513790368,"[3.74910990e-01 3.42505307e-03 1.45619238e-03 1.21724058e-03
 2.80409432e-07 6.41172041e-05 1.59614938e-06]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,35,LSIL,50,50,9801.0,396.0,1.2732395447351628,"[0.16666667 0.         0.         0.         0.         0.
 0.        ]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,36,ASC-H,50,50,8383.0,568.5685412883759,3.0687133531469883,"[ 1.88345573e-01  2.63192564e-04  4.11403324e-07  8.43584118e-05
 -2.69809605e-10 -1.36594668e-06 -4.17346102e-10]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,37,LSIL,50,50,2.5,7.414213538169861,1.7497673457686571,"[ 2.57777778e-01  3.79456790e-02  8.95964883e-04  2.16669410e-04
  8.03142899e-08  2.52778950e-05 -5.16050901e-08]",3.0
images/9ae8a4edde40219bad6303cebc672ee4.png,38,ASC-H,50,50,6568.5,485.6396087408066,2.857275602111235,"[ 2.39173893e-01  6.57016077e-03  3.02159794e-03  2.54128357e-04
 -1.82242849e-07 -2.00655208e-05  1.27975649e-07]",1.0
images/9ae8a4edde40219bad6303cebc672ee4.png,39,ASC-H,50,50,1.5,8.242640614509583,3.604388590519995,"[ 6.00823045e-01  2.72739589e-01  5.88791885e-02  3.24598494e-02
  1.40366915e-03  1.56358081e-02 -2.08430519e-04]",2.4999998586351717
images/9ae8a4edde40219bad6303cebc672ee4.png,40,ASC-H,50,50,199.0,74.14213538169861,2.1982001831264535,"[2.07284374e-01 2.91701661e-03 3.38683195e-03 8.18405920e-04
 1.29304646e-06 4.40076062e-05 4.29595342e-07]",1.4883720445991018
images/9ae8a4edde40219bad6303cebc672ee4.png,41,LSIL,50,50,282.5,110.38477599620819,3.4323379736307458,"[ 3.74140336e-01  6.83838103e-02  3.06676857e-02  1.18709344e-02
  2.11037986e-04  2.38592016e-03 -8.22504524e-05]",1.8338368354060355
images/9ae8a4edde40219bad6303cebc672ee4.png,42,LSIL,50,50,12.0,14.0,1.299765368583812,"[0.17361111 0.00236304 0.         0.         0.         0.
 0.        ]",1.3333333333333333
images/9ae8a4edde40219bad6303cebc672ee4.png,43,Negative for intraepithelial lesion,50,50,1109.5,233.2132030725479,3.9009384418444015,"[6.25947746e-01 3.53228987e-01 8.96163904e-02 7.60363559e-02
 6.27661668e-03 4.51864289e-02 3.26855751e-06]",5.2105263157894735
images/9ae8a4edde40219bad6303cebc672ee4.png,44,Negative for intraepithelial lesion,50,50,12.0,16.0,1.6976527263135504,"[0.27777778 0.04938272 0.         0.         0.         0.
 0.        ]",3.0
images/9ae8a4edde40219bad6303cebc672ee4.png,45,SCC,50,50,,,,,
images/9ae8a4edde40219bad6303cebc672ee4.png,46,Negative for intraepithelial lesion,50,50,9428.5,428.3847759962082,1.5488722089498357,"[ 1.69178674e-01  1.09927295e-04  3.15862132e-05  1.35991513e-06
 -8.86103046e-12 -1.42280314e-08 -9.59684798e-13]",1.0
